"Date","IP_client","conflit"
"2015-02-02","127.0.0.1",0
"2015-02-02","127.0.0.1",0
"2015-02-02","127.0.0.1",0
"2015-02-02","127.0.0.1",0
"2015-02-02","127.0.0.1",0
